segment,dateApp,dateDepart,dateReturn,ZipCode,Country,tripCost,travelersCount,nightsCount
Standard,2023-11-30,2023-12-16,2023-12-19,38139,Australia,456.42,1,3
Economy,2023-08-08,2023-08-18,2023-08-24,65665,,859.47,1,6
Economy,2023-04-02,2023-04-12,2023-04-15,27267,Mexico,235.59,3,3
Economy,2022-02-26,2022-03-15,2022-03-23,90123,US,1165.82,1,8
Economy,2023-06-24,2023-07-06,2023-07-11,29734,US,277.07,1,5
Standard,2022-02-26,2022-03-16,2022-03-19,14165,US,374.07,2,3
Premium,2022-04-19,2022-05-03,2022-05-07,98313,US,569.82,2,4
Standard,2022-12-04,2022-12-14,2022-12-20,78143,US,525.03,1,6
Economy,2022-10-01,2022-10-14,2022-10-21,61933,,522.70,5,7
Standard,2024-10-28,2024-11-09,2024-11-12,34619,Italy,353.84,1,3
Economy,2024-07-17,2024-08-01,2024-08-09,55568,US,762.97,1,8
Standard,2022-06-07,2022-06-17,2022-06-20,57532,US,289.90,3,3
Standard,2024-05-24,2024-06-06,2024-06-08,28386,US,134.38,1,2
Economy,2022-08-21,2022-09-01,2022-09-10,66288,US,1390.68,1,9
Economy,2023-01-30,2023-02-11,2023-02-15,88983,US,310.57,1,4
Standard,2024-06-16,2024-07-08,2024-07-13,24548,US,486.01,2,5
Standard,2023-10-13,2023-10-30,2023-11-05,96466,US,423.68,2,6
Standard,2023-10-08,2023-10-23,2023-10-24,30739,Spain,83.46,1,1
Economy,2024-06-10,2024-06-24,2024-06-26,10713,US,178.26,2,2
Economy,2024-08-26,2024-09-05,2024-09-08,42129,US,322.52,3,3
Economy,2024-12-18,2025-01-04,2025-01-06,96546,US,199.00,1,2
Economy,2023-09-22,2023-10-08,2023-10-12,49064,US,378.78,3,4
Standard,2022-11-18,2022-11-30,2022-12-02,59344,Australia,196.78,1,2
Standard,2022-05-23,2022-06-04,2022-06-10,16088,US,493.48,1,6
Standard,2024-06-30,2024-07-12,2024-07-16,54954,US,560.46,2,4
Premium,2022-09-19,2022-10-05,2022-10-10,19794,US,540.67,1,5
Economy,2022-06-27,2022-07-16,2022-07-20,19678,US,481.16,3,4
Economy,2024-04-03,2024-04-14,2024-04-20,02209,US,543.45,1,6
Premium,2023-10-24,2023-10-30,2023-11-02,48001,US,251.18,1,3
Economy,2024-02-21,2024-03-03,2024-03-08,39295,US,460.24,1,5
Standard,2024-08-18,2024-09-02,2024-09-07,36621,US,620.37,1,5
Premium,2022-08-17,2022-08-28,2022-08-30,17890,US,200.04,1,2
Economy,2022-12-16,2022-12-27,2022-12-29,96923,US,185.97,1,2
Standard,2023-12-09,2023-12-25,2023-12-29,37109,,428.89,3,4
Economy,2023-08-24,2023-09-05,2023-09-07,90495,US,263.89,1,2
Economy,2023-12-29,2024-01-17,2024-01-22,65851,US,432.69,2,5
Economy,2024-11-23,2024-12-09,2024-12-12,84890,US,301.33,2,3
Economy,2024-06-15,2024-06-30,2024-07-08,77933,UK,976.84,2,8
Economy,2024-07-22,2024-08-03,2024-08-05,14376,Spain,150.14,2,2
Standard,2023-06-09,2023-06-25,2023-06-27,24696,US,221.57,2,2
Economy,2024-06-18,2024-06-29,2024-07-01,83635,US,168.80,1,2
Standard,2022-06-20,2022-07-07,2022-07-10,12397,Japan,280.40,2,3
Economy,2023-06-23,2023-07-11,2023-07-14,17118,US,353.61,2,3
Standard,2022-08-22,2022-09-07,2022-09-13,25904,US,612.81,1,6
Standard,2023-11-10,2023-11-30,2023-12-07,17887,Germany,1005.42,4,7
Standard,2022-07-02,2022-07-19,2022-07-22,51140,France,250.00,1,3
Economy,2023-09-27,2023-10-08,2023-10-10,67942,US,199.75,1,2
Standard,2024-07-29,2024-08-11,2024-08-18,71996,US,607.65,2,7
Economy,2024-08-11,2024-08-27,2024-08-29,35470,,151.41,1,2
Economy,2023-04-06,2023-04-17,2023-04-19,66201,US,235.20,2,2
Economy,2022-08-24,2022-09-03,2022-09-05,52441,US,243.42,2,2
Standard,2024-01-31,2024-02-11,2024-02-18,10351,US,749.33,3,7
Economy,2023-08-07,2023-08-18,2023-08-23,87619,US,864.54,2,5
Economy,2022-12-19,2023-01-08,2023-01-12,77719,US,464.68,2,4
Economy,2023-01-29,2023-02-10,2023-02-12,37341,Mexico,220.39,2,2
Economy,2023-12-07,2023-12-29,2023-12-31,43916,US,209.97,2,2
Economy,2024-12-28,2025-01-10,2025-01-19,42044,Germany,1217.02,1,9
Standard,2023-03-02,2023-03-17,2023-03-20,37363,US,236.36,1,3
Economy,2023-07-04,2023-07-19,2023-07-23,99484,US,559.24,3,4
Economy,2022-06-07,2022-06-16,2022-06-20,13800,,413.43,1,4
Premium,2023-06-27,2023-07-18,2023-07-20,89023,UK,201.02,1,2
Economy,2022-08-23,2022-09-07,2022-09-09,82518,US,198.88,1,2
Economy,2022-12-17,2022-12-26,2022-12-30,59928,US,449.51,2,4
Economy,2022-06-03,2022-06-16,2022-06-25,98468,US,708.96,2,9
Economy,2023-07-31,2023-08-12,2023-08-15,74757,Germany,263.06,1,3
Premium,2023-07-27,2023-08-09,2023-08-18,37143,US,893.90,1,9
Economy,2024-01-08,2024-01-18,2024-01-20,58193,US,192.22,2,2
Premium,2022-12-15,2022-12-29,2023-01-04,61574,Spain,500.77,1,6
Standard,2022-03-03,2022-03-14,2022-03-17,88141,US,430.17,1,3
Premium,2024-04-20,2024-05-03,2024-05-09,88844,US,479.26,1,6
Premium,2023-09-16,2023-09-28,2023-10-05,51280,US,912.77,3,7
Standard,2024-09-10,2024-09-17,2024-09-19,23408,US,202.38,1,2
Premium,2022-05-28,2022-06-12,2022-06-14,30364,,107.71,1,2
Economy,2022-03-10,2022-04-01,2022-04-02,99321,US,139.52,2,1
Economy,2024-08-23,2024-09-03,2024-09-07,97427,,391.40,2,4
Standard,2023-08-07,2023-08-17,2023-08-19,25660,US,277.29,1,2
Standard,2023-03-01,2023-03-14,2023-03-17,12630,US,242.71,1,3
Economy,2023-10-03,2023-10-12,2023-10-17,26691,US,527.48,2,5
Premium,2024-08-01,2024-08-15,2024-08-20,25332,Germany,374.33,1,5
Economy,2024-03-19,2024-04-06,2024-04-10,52769,US,537.07,1,4
Economy,2023-01-05,2023-01-20,2023-01-23,77110,US,319.02,4,3
Economy,2023-04-03,2023-04-16,2023-04-21,35118,US,519.14,3,5
Economy,2023-05-24,2023-06-06,2023-06-13,11553,US,599.47,4,7
Economy,2024-07-20,2024-08-07,2024-08-11,34347,,507.88,2,4
Economy,2024-05-17,2024-05-31,2024-06-03,77317,US,297.68,1,3
Standard,2023-07-21,2023-08-09,2023-08-14,87741,US,699.64,1,5
Economy,2024-12-07,2024-12-18,2024-12-25,57364,Brazil,697.24,3,7
Standard,2022-08-21,2022-09-07,2022-09-10,58354,US,169.83,2,3
Economy,2022-08-01,2022-08-13,2022-08-16,53898,US,315.74,3,3
Economy,2023-07-07,2023-07-22,2023-07-24,73384,Germany,245.95,4,2
Premium,2023-05-31,2023-06-16,2023-06-22,43155,US,834.85,2,6
Economy,2024-11-04,2024-11-15,2024-11-20,31276,US,549.79,1,5
Economy,2022-08-19,2022-09-01,2022-09-07,09025,US,701.77,1,6
Standard,2023-10-11,2023-10-25,2023-10-27,33068,US,171.76,1,2
Standard,2023-01-07,2023-01-23,2023-01-26,62603,US,346.54,2,3
Economy,2024-08-03,2024-08-19,2024-08-23,42322,,305.86,1,4
Economy,2023-12-20,2023-12-31,2024-01-05,85236,US,675.23,3,5
Standard,2023-06-30,2023-07-11,2023-07-16,31795,US,583.82,2,5
Standard,2022-09-10,2022-09-20,2022-09-24,05536,US,438.64,1,4
Standard,2022-01-28,2022-02-14,2022-02-16,95732,US,344.01,2,2
Standard,2022-01-02,2022-01-12,2022-01-16,73177,US,519.35,1,4
Standard,2023-12-18,2023-12-30,2024-01-02,97427,US,244.08,1,3
Economy,2022-11-21,2022-12-04,2022-12-08,96972,US,357.68,5,4
Standard,2023-08-08,2023-08-19,2023-08-23,35226,US,431.06,3,4
Standard,2024-04-28,2024-05-04,2024-05-06,45663,US,238.57,1,2
Economy,2023-11-21,2023-12-04,2023-12-06,05871,US,207.51,3,2
Economy,2022-12-05,2022-12-23,2022-12-28,68293,US,494.68,3,5
Standard,2023-07-03,2023-07-11,2023-07-17,75168,US,399.78,4,6
Economy,2024-06-12,2024-06-27,2024-07-03,99258,US,612.51,1,6
Premium,2022-08-14,2022-08-22,2022-08-27,68885,Japan,369.18,1,5
Economy,2023-12-07,2023-12-30,2024-01-04,28455,Mexico,515.70,2,5
Standard,2023-06-18,2023-06-29,2023-07-04,05337,US,320.70,1,5
Economy,2024-09-25,2024-10-11,2024-10-12,22481,US,106.99,1,1
Economy,2022-08-15,2022-08-26,2022-08-30,12676,US,318.51,2,4
Standard,2023-12-12,2023-12-21,2023-12-24,49797,US,230.35,2,3
Premium,2024-07-08,2024-07-22,2024-07-26,15515,US,477.97,2,4
Economy,2023-06-10,2023-06-21,2023-06-30,44580,Brazil,438.51,4,9
Economy,2024-07-07,2024-07-23,2024-07-29,50272,US,762.00,1,6
Standard,2023-07-29,2023-08-09,2023-08-10,42145,US,108.05,1,1
Premium,2022-04-24,2022-05-15,2022-05-20,90354,US,454.57,3,5
Premium,2023-10-30,2023-11-11,2023-11-14,69883,US,367.01,2,3
Economy,2022-03-26,2022-04-05,2022-04-07,25864,US,269.12,5,2
Premium,2024-01-22,2024-01-29,2024-02-02,41370,,444.78,1,4
Premium,2024-07-14,2024-07-31,2024-08-02,97603,Canada,223.52,2,2
Standard,2023-07-21,2023-07-29,2023-07-31,15243,US,253.90,1,2
Standard,2024-02-01,2024-02-12,2024-02-18,14587,US,591.80,3,6
Standard,2024-07-26,2024-08-03,2024-08-06,17118,US,325.52,1,3
Standard,2024-06-28,2024-07-06,2024-07-10,83121,US,164.70,1,4
Economy,2023-05-01,2023-05-13,2023-05-16,82382,US,263.69,2,3
Economy,2024-02-01,2024-02-15,2024-02-19,68253,US,587.70,1,4
Premium,2023-11-29,2023-12-08,2023-12-13,97366,Japan,481.39,2,5
Economy,2023-08-21,2023-09-01,2023-09-04,83312,US,330.02,1,3
Economy,2022-12-12,2022-12-27,2022-12-30,12199,US,310.57,4,3
Economy,2022-11-10,2022-11-22,2022-11-28,01651,France,804.81,3,6
Economy,2023-01-13,2023-01-29,2023-01-30,08609,US,80.48,3,1
Economy,2024-08-13,2024-09-02,2024-09-04,79895,,369.83,2,2
Economy,2024-06-22,2024-07-14,2024-07-18,74183,Brazil,370.81,3,4
Standard,2024-12-16,2024-12-30,2025-01-02,44914,US,308.61,2,3
Standard,2023-07-23,2023-08-03,2023-08-05,72917,US,188.37,3,2
Premium,2024-05-28,2024-06-14,2024-06-18,11589,US,369.21,1,4
Economy,2023-12-24,2024-01-03,2024-01-07,08869,US,433.44,2,4
Standard,2023-08-11,2023-08-23,2023-08-25,63855,US,258.08,1,2
Standard,2022-04-10,2022-04-25,2022-04-29,25387,Brazil,316.85,3,4
Economy,2022-12-23,2023-01-11,2023-01-12,28473,US,109.26,1,1
Premium,2023-06-20,2023-07-10,2023-07-12,20565,,198.43,2,2
Premium,2022-06-26,2022-07-09,2022-07-12,30422,US,144.60,5,3
Economy,2024-12-11,2024-12-22,2024-12-26,65832,US,480.59,1,4
Economy,2023-11-11,2023-11-22,2023-11-27,25147,US,633.71,2,5
Premium,2023-08-25,2023-09-08,2023-09-14,65321,US,533.57,2,6
Economy,2024-07-03,2024-07-14,2024-07-18,84291,US,545.52,1,4
Economy,2024-02-01,2024-02-18,2024-02-21,37435,UK,326.58,4,3
Economy,2022-01-19,2022-02-11,2022-02-15,26405,US,517.64,5,4
Economy,2024-10-26,2024-11-03,2024-11-08,12851,US,595.65,2,5
Standard,2023-11-08,2023-11-22,2023-11-28,00071,US,561.97,3,6
Economy,2024-08-15,2024-08-27,2024-08-30,27215,US,395.29,1,3
Economy,2023-05-26,2023-06-17,2023-06-20,62430,US,414.73,1,3
Economy,2022-06-17,2022-07-02,2022-07-05,07881,US,362.00,3,3
Economy,2024-08-13,2024-08-27,2024-08-30,02211,US,252.95,1,3
Economy,2023-12-12,2023-12-23,2023-12-29,64759,US,805.30,1,6
Premium,2023-12-03,2023-12-22,2023-12-24,16561,US,172.38,1,2
Economy,2022-04-12,2022-04-24,2022-04-29,63488,US,708.48,1,5
Economy,2023-12-16,2023-12-31,2024-01-01,21127,US,135.24,2,1
Standard,2022-01-02,2022-01-15,2022-01-18,81277,US,304.47,5,3
Economy,2022-10-22,2022-11-01,2022-11-05,73108,US,354.71,2,4
Economy,2023-08-08,2023-08-21,2023-08-23,98031,US,260.49,4,2
Standard,2022-12-20,2023-01-06,2023-01-11,60534,,637.59,1,5
Standard,2022-02-20,2022-03-06,2022-03-14,93112,,498.02,2,8
Standard,2023-08-22,2023-09-03,2023-09-08,83084,US,611.44,3,5
Standard,2022-08-15,2022-08-31,2022-09-10,72644,US,1121.43,1,10
Economy,2024-07-14,2024-07-31,2024-08-03,63977,US,232.55,2,3
Economy,2023-12-25,2024-01-06,2024-01-10,90067,US,519.59,2,4
Standard,2023-07-03,2023-07-20,2023-07-26,09768,US,506.82,1,6
Economy,2024-02-24,2024-03-05,2024-03-08,84586,US,412.90,2,3
Economy,2023-03-10,2023-03-24,2023-03-29,05343,US,611.51,1,5
Standard,2022-05-10,2022-05-26,2022-05-30,21818,US,367.08,2,4
Economy,2022-11-22,2022-12-03,2022-12-08,12469,US,483.27,1,5
Economy,2022-02-01,2022-02-19,2022-02-21,10482,US,188.00,3,2
Standard,2024-02-21,2024-03-06,2024-03-07,90929,US,61.46,1,1
Economy,2024-12-12,2024-12-28,2024-12-30,66016,US,210.64,5,2
Economy,2024-08-06,2024-08-18,2024-08-20,77204,US,186.07,2,2
Economy,2023-11-20,2023-12-03,2023-12-06,36157,US,141.43,1,3
Standard,2023-01-01,2023-01-12,2023-01-16,53679,US,409.50,1,4
Standard,2023-12-01,2023-12-16,2023-12-19,29863,,246.25,1,3
Economy,2024-07-20,2024-08-01,2024-08-06,30088,US,642.51,1,5
Standard,2023-02-21,2023-03-11,2023-03-15,84762,US,334.80,1,4
Standard,2024-10-27,2024-11-15,2024-11-19,48641,US,406.57,1,4
Premium,2023-08-08,2023-08-22,2023-08-30,60540,US,418.58,5,8
Standard,2024-11-14,2024-12-01,2024-12-02,61966,US,123.83,1,1
Premium,2024-06-16,2024-06-28,2024-07-02,01227,US,527.95,1,4
Standard,2024-12-29,2025-01-10,2025-01-14,68798,US,455.84,1,4
Economy,2022-12-25,2023-01-06,2023-01-09,78232,Brazil,239.30,2,3
Standard,2022-05-21,2022-06-07,2022-06-10,10412,US,254.62,1,3
Standard,2023-03-01,2023-03-11,2023-03-15,84820,US,337.75,2,4
Economy,2022-08-31,2022-09-09,2022-09-14,61806,US,523.21,4,5
Economy,2024-08-17,2024-09-02,2024-09-03,06790,US,113.14,1,1
Economy,2023-02-14,2023-03-01,2023-03-04,00244,US,287.66,1,3
Standard,2023-11-23,2023-12-16,2023-12-23,59656,US,665.36,2,7
Standard,2024-03-11,2024-03-22,2024-03-23,35158,Germany,50.52,1,1
Standard,2023-06-12,2023-06-28,2023-07-02,04216,US,442.66,2,4
Standard,2022-01-01,2022-01-22,2022-01-24,16294,Canada,254.72,1,2
Economy,2023-10-01,2023-10-14,2023-10-17,58956,,303.81,1,3
Economy,2024-07-23,2024-08-09,2024-08-12,12987,US,277.36,3,3
Standard,2024-07-14,2024-07-25,2024-07-29,14094,Brazil,423.04,2,4
Standard,2024-09-17,2024-09-30,2024-10-01,61842,US,103.26,1,1
Premium,2024-06-21,2024-07-05,2024-07-07,02059,UK,138.20,1,2
Economy,2023-07-05,2023-07-20,2023-07-23,92807,US,341.32,2,3
Premium,2023-12-24,2024-01-03,2024-01-05,10279,UK,204.92,2,2
Economy,2023-09-21,2023-09-30,2023-10-05,55743,US,509.97,2,5
Economy,2023-08-16,2023-08-29,2023-09-02,49505,,221.74,1,4
Standard,2023-06-21,2023-07-07,2023-07-09,45115,US,194.35,3,2
Economy,2023-12-07,2023-12-22,2023-12-26,71681,,508.59,1,4
Standard,2022-11-27,2022-12-13,2022-12-16,40997,US,164.24,1,3
Economy,2022-06-09,2022-06-21,2022-06-27,08982,US,593.31,2,6
Standard,2024-08-04,2024-08-15,2024-08-19,43114,Japan,400.29,2,4
Economy,2022-09-18,2022-10-14,2022-10-19,53409,US,434.54,4,5
Standard,2024-01-20,2024-02-05,2024-02-09,29075,US,413.79,1,4
Standard,2024-06-22,2024-07-06,2024-07-09,18260,US,444.65,1,3
Economy,2023-02-26,2023-03-08,2023-03-13,57182,US,363.84,1,5
Economy,2023-06-20,2023-07-04,2023-07-06,34999,US,219.27,3,2
Standard,2023-07-20,2023-08-02,2023-08-06,39242,US,383.66,2,4
Standard,2024-07-06,2024-07-19,2024-07-22,15886,US,151.33,2,3
Standard,2023-12-19,2024-01-04,2024-01-11,95013,US,756.74,1,7
Standard,2024-08-12,2024-08-26,2024-09-01,24760,US,630.92,2,6
Economy,2023-09-17,2023-10-07,2023-10-12,62341,US,616.51,1,5
Premium,2022-12-24,2023-01-04,2023-01-07,74138,US,447.36,1,3
Economy,2023-07-08,2023-07-19,2023-07-23,22813,Brazil,304.68,3,4
Economy,2022-05-19,2022-06-02,2022-06-05,73530,US,439.91,1,3
Standard,2023-05-06,2023-05-20,2023-05-23,42232,Italy,276.11,1,3
Economy,2024-07-02,2024-07-14,2024-07-15,73486,US,123.87,1,1
Economy,2022-07-04,2022-07-19,2022-07-24,16667,Italy,470.98,1,5
Economy,2023-12-03,2023-12-17,2023-12-21,15350,US,329.65,1,4
Standard,2024-03-21,2024-04-07,2024-04-10,15110,US,382.50,3,3
Standard,2023-10-04,2023-10-16,2023-10-22,31265,US,601.46,1,6
Economy,2022-01-30,2022-02-15,2022-02-23,48772,US,528.54,1,8
Premium,2022-06-25,2022-07-08,2022-07-11,80584,US,220.62,5,3
Economy,2022-06-12,2022-06-24,2022-06-27,47470,US,365.88,1,3
Economy,2023-12-26,2024-01-06,2024-01-08,96000,US,315.00,3,2
Standard,2022-08-11,2022-08-31,2022-09-03,31562,US,252.27,3,3
Standard,2022-06-14,2022-07-05,2022-07-10,70332,Brazil,519.47,1,5
Premium,2024-02-26,2024-03-08,2024-03-13,27912,US,406.75,2,5
Premium,2023-08-11,2023-08-21,2023-08-25,32431,US,457.79,1,4
Premium,2022-09-14,2022-10-01,2022-10-04,23622,US,365.75,2,3
Economy,2024-04-13,2024-04-25,2024-04-30,09386,Germany,639.66,1,5
Standard,2022-09-15,2022-09-30,2022-10-07,10932,US,612.18,1,7
Premium,2023-12-05,2023-12-22,2023-12-24,78970,US,239.63,1,2
Economy,2022-07-22,2022-08-05,2022-08-07,34306,US,145.18,1,2
Standard,2022-02-20,2022-02-27,2022-03-01,45813,US,142.20,1,2
Premium,2024-08-07,2024-08-22,2024-08-28,60721,Mexico,665.26,3,6
Economy,2023-08-19,2023-09-01,2023-09-08,48747,,768.07,2,7
Economy,2023-07-14,2023-07-30,2023-08-01,25676,,141.44,4,2
Economy,2022-04-16,2022-05-06,2022-05-09,97311,US,349.91,1,3
Premium,2023-07-15,2023-07-27,2023-07-30,81537,US,239.68,1,3
Economy,2024-04-04,2024-04-15,2024-04-18,99906,US,258.74,1,3
Economy,2022-06-08,2022-06-26,2022-06-29,25239,Germany,240.59,1,3
Premium,2022-06-24,2022-07-17,2022-07-19,22930,Canada,254.48,1,2
Standard,2024-02-20,2024-03-09,2024-03-14,54242,US,479.50,2,5
Standard,2023-10-16,2023-11-03,2023-11-09,22158,US,243.73,1,6
Standard,2024-07-31,2024-08-15,2024-08-20,24908,US,590.30,1,5
Standard,2024-09-30,2024-10-11,2024-10-14,25050,Australia,280.17,2,3
Standard,2024-04-20,2024-04-28,2024-05-06,42326,France,531.97,3,8
Standard,2022-08-26,2022-09-06,2022-09-09,40515,Japan,191.52,1,3
Standard,2024-07-30,2024-08-18,2024-08-25,19299,US,492.92,2,7
Economy,2023-06-20,2023-07-03,2023-07-07,00407,US,371.90,1,4
Standard,2022-07-21,2022-08-04,2022-08-08,10599,US,383.45,3,4
Economy,2024-12-12,2024-12-31,2025-01-02,92200,US,158.61,1,2
Economy,2024-12-09,2024-12-26,2025-01-03,56539,US,585.56,1,8
Premium,2022-05-05,2022-05-21,2022-05-25,22468,US,475.56,2,4
Premium,2024-11-14,2024-11-23,2024-11-25,78578,US,141.17,3,2
Economy,2023-09-18,2023-10-03,2023-10-06,60013,Germany,311.08,3,3
Economy,2023-06-02,2023-06-24,2023-06-27,43787,US,316.17,4,3
Standard,2023-12-23,2024-01-12,2024-01-17,61976,US,605.78,1,5
Economy,2024-12-25,2025-01-08,2025-01-13,19983,US,437.27,1,5
Premium,2024-09-28,2024-10-14,2024-10-21,87286,,627.38,2,7
Standard,2024-07-21,2024-08-03,2024-08-05,97720,France,198.09,1,2
Economy,2024-06-23,2024-07-04,2024-07-08,34254,US,520.59,1,4
Standard,2023-06-07,2023-06-22,2023-06-23,71464,US,142.61,2,1
Economy,2022-07-09,2022-07-21,2022-07-25,44134,US,291.33,5,4
Economy,2022-07-03,2022-07-15,2022-07-20,18896,US,243.64,2,5
Economy,2022-04-25,2022-05-05,2022-05-12,14159,US,705.94,2,7
Premium,2022-07-17,2022-07-28,2022-07-29,67103,Mexico,72.59,1,1
Economy,2024-12-18,2025-01-03,2025-01-06,19661,Germany,253.81,1,3
Economy,2023-05-23,2023-06-12,2023-06-15,58380,Germany,264.32,2,3
Standard,2023-06-15,2023-07-10,2023-07-14,72311,US,220.43,4,4
Premium,2024-06-03,2024-06-17,2024-06-24,88806,Japan,716.55,1,7
Economy,2023-07-27,2023-08-20,2023-08-23,41082,US,279.37,2,3
Economy,2022-10-17,2022-10-29,2022-11-02,86889,US,556.10,1,4
Premium,2022-10-13,2022-11-05,2022-11-09,37714,US,453.93,1,4
Standard,2023-04-22,2023-04-30,2023-05-01,49542,France,114.19,1,1
Economy,2023-07-21,2023-08-05,2023-08-06,94670,US,142.17,3,1
Premium,2022-05-10,2022-06-01,2022-06-05,48561,US,453.35,2,4
Economy,2022-06-24,2022-07-04,2022-07-06,95731,US,182.00,1,2
Standard,2024-06-16,2024-06-29,2024-07-06,93427,US,982.71,5,7
Economy,2022-04-01,2022-04-13,2022-04-16,21533,France,299.96,1,3
Premium,2022-04-04,2022-04-16,2022-04-19,64591,UK,385.32,2,3
Economy,2024-08-08,2024-08-20,2024-08-23,67496,Australia,336.02,2,3
Economy,2022-06-18,2022-06-29,2022-07-02,28071,US,201.25,4,3
Economy,2022-02-18,2022-03-04,2022-03-08,79814,US,291.51,1,4
Economy,2023-07-07,2023-07-20,2023-07-23,43940,US,345.22,1,3
Standard,2022-10-10,2022-10-18,2022-10-22,50955,US,379.53,2,4
Economy,2024-02-05,2024-02-16,2024-02-21,18271,Spain,670.38,2,5
Economy,2023-02-25,2023-03-09,2023-03-19,80271,US,1627.86,2,10
Standard,2023-05-18,2023-05-29,2023-05-30,10244,Brazil,98.90,1,1
Economy,2023-12-05,2023-12-15,2023-12-17,23319,US,217.70,1,2
Economy,2023-05-21,2023-06-02,2023-06-05,43031,Japan,211.19,1,3
Economy,2024-03-04,2024-03-17,2024-03-20,33068,US,291.66,3,3
Standard,2023-07-06,2023-07-22,2023-07-27,12997,US,480.47,5,5
Standard,2023-07-07,2023-07-23,2023-07-25,62384,US,256.59,1,2
Standard,2023-06-16,2023-06-28,2023-07-01,86326,US,248.29,2,3
Standard,2024-10-31,2024-11-16,2024-11-21,85383,US,503.88,1,5
Economy,2023-11-15,2023-12-01,2023-12-04,43547,US,221.57,1,3
Standard,2023-12-20,2023-12-28,2023-12-29,14316,France,119.47,1,1
Standard,2024-09-29,2024-10-11,2024-10-18,50401,US,544.71,1,7
Economy,2023-09-27,2023-10-09,2023-10-10,05112,Germany,98.16,2,1
Standard,2024-07-16,2024-08-01,2024-08-05,34946,US,327.72,1,4
Standard,2022-06-29,2022-07-13,2022-07-16,49161,US,324.86,4,3
Standard,2024-08-09,2024-08-20,2024-08-23,20985,US,370.41,2,3
Premium,2024-02-02,2024-02-12,2024-02-23,76286,US,1329.20,1,11
Standard,2024-02-17,2024-03-08,2024-03-13,29840,US,556.69,4,5
Standard,2024-12-01,2024-12-17,2024-12-20,36290,US,315.18,3,3
Standard,2024-03-09,2024-04-01,2024-04-06,66903,US,409.88,2,5
Economy,2022-04-23,2022-05-06,2022-05-08,00592,Japan,149.03,1,2
Economy,2023-12-22,2023-12-30,2024-01-03,83495,Canada,382.21,2,4
Economy,2024-07-19,2024-08-02,2024-08-06,02672,US,446.43,1,4
Premium,2023-06-15,2023-07-03,2023-07-07,75265,US,417.02,1,4
Standard,2023-04-14,2023-04-30,2023-05-04,54945,Brazil,211.67,1,4
Economy,2023-03-25,2023-04-02,2023-04-05,03013,US,296.82,3,3
Economy,2022-07-11,2022-07-27,2022-07-30,74220,Mexico,325.54,2,3
Economy,2022-11-14,2022-11-25,2022-11-30,53367,US,371.21,1,5
Standard,2022-06-12,2022-06-24,2022-06-26,03266,Japan,134.52,1,2
Economy,2024-05-13,2024-05-25,2024-06-01,53434,Germany,689.85,2,7
Standard,2024-08-18,2024-08-27,2024-09-03,72294,Mexico,923.19,1,7
Standard,2023-07-09,2023-07-21,2023-07-28,43431,US,1036.88,5,7
Premium,2023-12-05,2023-12-16,2023-12-19,86397,Spain,267.44,5,3
Economy,2023-08-06,2023-08-24,2023-08-31,45125,US,880.06,4,7
Premium,2022-09-20,2022-09-30,2022-10-03,81878,Australia,397.99,1,3
Economy,2023-09-30,2023-10-14,2023-10-16,42770,Brazil,219.65,1,2
Economy,2022-01-27,2022-02-10,2022-02-11,88112,US,129.60,1,1
Economy,2023-09-13,2023-09-28,2023-10-03,51243,US,754.21,1,5
Premium,2022-06-13,2022-06-26,2022-06-28,25775,US,197.10,1,2
Standard,2024-11-30,2024-12-23,2024-12-27,93042,US,387.83,3,4
Economy,2024-07-06,2024-07-20,2024-07-24,93623,US,342.68,2,4
Economy,2022-11-16,2022-12-04,2022-12-07,05756,Italy,321.31,1,3
Standard,2024-01-20,2024-02-02,2024-02-04,48877,US,236.66,1,2
Standard,2024-02-04,2024-02-20,2024-02-26,32965,US,552.29,1,6
Economy,2024-04-22,2024-05-09,2024-05-14,22508,US,284.28,2,5
Standard,2022-07-24,2022-08-04,2022-08-06,19529,US,249.52,2,2
Economy,2024-09-25,2024-10-09,2024-10-11,41020,,171.23,5,2
Economy,2022-06-10,2022-06-20,2022-06-23,90488,US,276.09,1,3
Premium,2022-03-27,2022-04-11,2022-04-15,66768,US,379.95,2,4
Premium,2022-12-21,2023-01-03,2023-01-04,59171,US,65.40,3,1
Economy,2024-09-02,2024-09-23,2024-09-25,73046,US,223.15,1,2
Economy,2023-08-02,2023-08-12,2023-08-15,00259,US,259.54,1,3
Standard,2023-08-01,2023-08-11,2023-08-20,63407,US,1046.51,4,9
Standard,2022-01-26,2022-02-13,2022-02-17,69855,US,528.99,1,4
Economy,2022-10-24,2022-11-06,2022-11-09,11196,Australia,202.90,1,3
Economy,2023-04-11,2023-04-28,2023-05-02,38117,US,546.33,2,4
Economy,2022-09-26,2022-10-07,2022-10-09,30876,,218.32,1,2
Premium,2024-06-30,2024-07-15,2024-07-18,50616,US,287.52,5,3
Standard,2024-05-07,2024-05-17,2024-05-21,79288,US,552.07,2,4
Standard,2024-08-16,2024-08-30,2024-08-31,91600,,111.27,1,1
Standard,2023-08-17,2023-09-02,2023-09-08,99308,US,589.03,4,6
Standard,2024-11-13,2024-12-02,2024-12-05,21343,Canada,311.37,3,3
Standard,2022-08-22,2022-09-01,2022-09-03,10429,UK,194.34,2,2
